id,conducted_by,recruitment_source,group,q1,q2,q3,library_exp,self_est_prog_exp,yrs_prog_weekly,yrs_prog,major_occupation,helpful_exp,feedback_improvement,feedback_other,recruitment_source_detail,beautiful_soup,numpy,pandas,matplotlib,pytorch,flask,nltk,time,interface,task1,task2,task3,taskStart1,taskStart2,taskStart3,taskEnd1,taskEnd2,taskEnd3,timesRan1,timesRan2,timesRan3,timesUsed1,timesUsed2,timesUsed3,taskCompletion1,taskCompletion2,taskCompletion3,taskAnswer1,taskAnswer2,taskAnswer3,delete,taskTime1,taskTime2,taskTime3,correct1,correct2,correct3
100,Jacob,other,canonicalization,"[""Apple"", ""Orange"", ""Pineapple""]","[0, 1, 2, 3, 4]","[1, 0, 1, 0, 0]","NumPy,Pandas",5,3,4,"Student, Data Science",,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.72E+12,canonicalization,where,convolve,minmax,1.72E+12,1.72E+12,1.72E+12,1.72E+12,1.72E+12,1.72E+12,4,103,7,7,16,6,answered,skipped,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  tf.boolean_mask(x, x % 5 == 0) % 10 != 0,
  tf.square(tf.boolean_mask(x, x % 5 == 0)),
  tf.boolean_mask(x, x % 5 == 0)
)
print(new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]), #input [[[4], [12], [8], [8]]]
    tf.constant([[[0]], [[2]], [[1]]]), #filter
    1, #stride
    'SAME' #padding
  )
)
print(new_x)","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
new_x = tf.math.reduce_min(
  tf.math.reduce_max(
    tf.boolean_mask(x, tf.range(len(x)) % 2 == 0),
    axis=0
  )
)
print(new_x)",FALSE,426366,3041283,200311,TRUE,,FALSE
101,Laila,other,canonicalization,"['Apple', 'Orange', 'Pineapple']","[0, 1, 2, 3, 4]","[1, 0, 1, 0, 0]",,3,2,3,Molecular & Cell Biology,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.73E+12,canonicalization,where,convolve,minmax,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,12,22,10,8,24,14,answered,answered,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  tf.boolean_mask(x, x % 5 == 0) % 10 != 0,
  tf.square(tf.boolean_mask(x, x % 10 != 0)),
  tf.boolean_mask(x, x % 5 == 0)
)
print(new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x-1, [1, int(x.shape[0]), 1]),
    tf.constant([[[1]], [[2]], [[1]]]),
    1,
    'VALID'
  )
)
print(new_x)","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
new_x = tf.math.reduce_min(
  tf.math.reduce_max(
    tf.boolean_mask(x, tf.range(len(x)) % 3 == 0),
    axis=1
  )
)
print(new_x)",FALSE,969613,1538139,1076239,FALSE,FALSE,FALSE
102,Jacob,other,sequence,Apple Orange Pineapple,0 1 2 3 4,1 0 1 0 0,"NumPy,Pandas,Matplotlib",6,1,2,Linguistics and Computer Science,,,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1.73E+12,sequence,where,convolve,minmax,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,14,53,2,7,5,0,answered,answered,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])

# boolean_mask return arr that met the condition (2nd param)

#new_x = tf.where(
#  tf.boolean_mask(x, x % 5 == 0),
#  tf.square(tf.boolean_mask(x, x % 5 == 0)),
#  tf.boolean_mask(x, x % 2 == 0) # all other element
#) 

new_x = tf.where(
  tf.boolean_mask(x, x % 5 == 0) % 10 != 0,
  tf.square(tf.boolean_mask(x, x % 5 == 0)),
  tf.boolean_mask(x, x % 5 == 0)
)

print(new_x) #expect [25, 20, 225, 100].

# everything and just square if x % 5 == 0 but x % 10 != 0 ???","x = tf.constant([4, 12, 8, 8]) #shape: (4)
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[2]], [[1]]]),
    1, #stride
    'VALID'
  )
) 

print(new_x) #expect [20, 32, 24]



'''
after reshape()
[[[ 4]
  [12]
  [ 8]
  [ 8]]]

'''","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
new_x = tf.math.reduce_max(
  tf.math.reduce_min(
    tf.boolean_mask(x, tf.range(len(x)) % 2 == 0),
    axis=1
  )
)
print(new_x)",FALSE,1262889,2919407,62361,TRUE,TRUE,TRUE
103,Jacob,other,sequence,"[""Apple"", ""Orange"", ""Pineapple""]","[0, 1, 2, 3, 4]","[1, 0, 1, 0, 0]","Beautiful Soup,NumPy,Pandas,PyTorch",3,2,5,Student. Applied Math.,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1.73E+12,sequence,where,convolve,minmax,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,29,25,42,3,3,6,answered,answered,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  x % 10 == 0,
  x,
  tf.square(x),
)
new_x = tf.boolean_mask(new_x, new_x % 5 == 0)
print (new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[2]], [[1]]]),
    1,
    'VALID'
  )
)
print(new_x)","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)

min_values = tf.math.reduce_min(x,axis=1)
selected_array = tf.constant([True, False, True])
selected_min_values = tf.boolean_mask(min_values, selected_array)
new_x = tf.math.reduce_max(selected_min_values)

print(new_x)",FALSE,1410193,657996,1965759,TRUE,TRUE,FALSE
104,Jacob,other,sequence,"[Ã¢â‚¬Å“AppleÃ¢â‚¬Â, Ã¢â‚¬Å“OrangeÃ¢â‚¬Â, Ã¢â‚¬Å“PineappleÃ¢â‚¬Â]","[0, 1, 2, 3, 4]","[1, 0, 1, 0, 0]","NumPy,Pandas,Matplotlib,PyTorch",7,4,8,"Student, CS",,,,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1.73E+12,sequence,where,convolve,minmax,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,9,2,3,7,4,5,answered,answered,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  tf.boolean_mask(x, x % 5 == 0) % 10 != 0,
  tf.square(tf.boolean_mask(x, x % 5 == 0)),
  tf.boolean_mask(x, x % 5 == 0)
)
print(new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[2]], [[1]]]),
    1,
    'VALID'
  )
)
print(new_x)","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
new_x = tf.math.reduce_max(
  tf.math.reduce_min(
    tf.boolean_mask(x, tf.range(len(x)) % 2 == 0),
    axis=1
  )
)
print(new_x)",FALSE,742298,184257,151668,TRUE,TRUE,TRUE
105,Jacob,other,sequence,"[Ã¢â‚¬Å“AppleÃ¢â‚¬Â, Ã¢â‚¬Å“OrangeÃ¢â‚¬Â, Ã¢â‚¬Å“PineappleÃ¢â‚¬Â]","[0,1,2,3,4]","[1,0,1,0,0]","NumPy,Pandas,Matplotlib,PyTorch",8,2,3,"Astrophysics, computer science",,,,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1.73E+12,sequence,where,convolve,minmax,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,25,6,5,4,1,0,answered,answered,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  tf.boolean_mask(x, x % 5 == 0) % 10 == 5,
  tf.square(tf.boolean_mask(x, x % 5 == 0)),
  tf.boolean_mask(x, x % 5 == 0)
)
print(new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[2]], [[1]]]),
    1,
    'VALID'
  )
)
print(new_x)","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)

new_x = tf.math.reduce_max(
  tf.math.reduce_min(
    tf.boolean_mask(x, tf.range(len(x)) % 2 == 0),
    axis=1
  )
)
print(new_x)",FALSE,840202,283351,149638,TRUE,TRUE,TRUE
106,Jacob,xlab,sequence,"['Apple', 'Orange', 'Pineapple']","[0, 1, 2, 3, 4]","[1, 0, 1, 0, 0]","Beautiful Soup,Flask,NumPy,Pandas",7,5,10 or more years ago,Business Administration,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1.73E+12,sequence,where,convolve,minmax,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,15,12,2,7,4,0,answered,answered,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  tf.boolean_mask(x, x % 5 == 0) % 10 != 0,
  tf.square(tf.boolean_mask(x, x % 5 == 0)),
  tf.boolean_mask(x, x % 5 == 0)
)
print(new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[2]], [[1]]]),
    1,
    'VALID'
  )
)
print(new_x)
","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
new_x = tf.math.reduce_max(
  tf.math.reduce_min(
    tf.boolean_mask(x, tf.range(len(x)) % 2 == 0),
    axis=1
  )
)
print(new_x)",FALSE,542065,530247,130576,TRUE,TRUE,TRUE
107,Laila,other,sequence,"Apple, Orange, Pineapple",0 1 2 3 4,1 0 1 0 0,Matplotlib,6,4,6,Alumni Computer Science Major,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1.73E+12,sequence,where,convolve,minmax,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,25,9,17,3,3,3,skipped,skipped,skipped,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  tf.boolean_mask(x, x % 5 == 0) % 10 == 0,
  tf.square(tf.boolean_mask(x, x % 10 != 0)),
  tf.boolean_mask(x, x % 2 == 0)
)
print(new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[1]], [[1]], [[1]]]),
    1,
    'VALID'
  )
)
print(new_x)","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
new_x = tf.math.reduce_min(
  tf.math.reduce_max(
    tf.boolean_mask(x, tf.range(len(x)) % 3 == 0),
    axis=1
  )
)
print(new_x)",FALSE,1482768,839220,946425,,,
108,Jacob,xlab,sequence,Apple Orange Pineapple,0 1 2 3 4,1 0 1 0 0,"NumPy,Pandas,Matplotlib",5,4,6,IT Technician,,,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1.73E+12,sequence,where,convolve,minmax,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,39,32,8,8,5,5,answered,answered,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  tf.boolean_mask(x, x % 2 == 0) % 10 != 0,
  tf.square(tf.boolean_mask(x, x % 5 == 0)),
  tf.boolean_mask(x, x % 2 == 0)
)
print(new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[2]], [[1]]]),
    1,
    'VALID'
  )
)
print(new_x)","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
new_x = tf.math.reduce_min(
  tf.math.reduce_max(
    tf.boolean_mask(x, tf.range(len(x)) % 2 == 0),
    axis=0
  )
)
print(new_x)",FALSE,973759,814222,278316,FALSE,TRUE,FALSE
109,Jacob,other,sequence,"[""Apple"", ""Orange"", ""Pineapple""]","[0,1,2,3,4]","[1, 0, 1, 0, 0]",,5,1,1,"Economics, statistics",,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.73E+12,sequence,where,convolve,minmax,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,6,24,14,7,4,6,answered,answered,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  tf.boolean_mask(x, x % 5 == 0) % 10 != 0,
  tf.square(tf.boolean_mask(x, x % 5 == 0)),
  tf.boolean_mask(x, x % 5 == 0)
)
print(new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[2]], [[1]]]),
    1,
    'VALID'
  )
)
print(new_x)","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
new_x = tf.math.reduce_max(
  tf.math.reduce_min(
    tf.boolean_mask(x, tf.range(len(x)) % 2 == 0),
    axis=1
  )
)
print(new_x)",FALSE,316169,765149,481191,TRUE,TRUE,TRUE
110,Laila,other,sequence,"[""Apple"", ""Orange"", ""Pineapple""]","[0,1,2,3,4]","[1, 0, 1, 0, 0]","Beautiful Soup, Pandas, Matplotlib",8,5,5,Computer Science Student,Maybe numpy?,It would be nice if the tool could run some additional tests to provide assurance that the code is truly correct.,Perhaps make it dynamic in length depending on how well the participant does?,Not sure,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1.73E+12,sequence,where,convolve,minmax,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,4,3,2,1,3,0,answered,answered,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  tf.boolean_mask(x, x % 5 == 0) % 10 != 0,
  tf.square(tf.boolean_mask(x, x % 5 == 0)),
  tf.boolean_mask(x, x % 5 == 0)
)
print(new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[2]], [[1]]]),
    1,
    'VALID'
  )
)
print(new_x)","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
new_x = tf.math.reduce_max(
  tf.math.reduce_min(
    tf.boolean_mask(x, tf.range(len(x)) % 2 == 0),
    axis=1
  )
)
print(new_x)",FALSE,155457,185265,76290,TRUE,TRUE,TRUE
111,Jacob,other,sequence,"[""Apple"", ""Orange"", ""Pineapple""","[0, 1, 2, 3, 4]","[1, 0, 1, 0, 0]","NumPy,Pandas,Matplotlib",5,6,6,Computer Science Student,,,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1.73E+12,sequence,where,convolve,minmax,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,28,7,5,7,4,6,answered,answered,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  tf.boolean_mask(x, x % 5 == 0) % 10 != 0,
  tf.square(tf.boolean_mask(x, x % 10 != 0)),
  tf.boolean_mask(x, x % 5 == 0)
)
print(new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[2]], [[1]]]),
    1,
    'VALID'
  )
)
print(new_x)","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
new_x = tf.math.reduce_max(
  tf.math.reduce_min(
    tf.boolean_mask(x, tf.range(len(x)) % 2 == 0),
    axis=1
  )
)
print(new_x)",FALSE,966279,406914,173709,FALSE,TRUE,TRUE
112,Laila,other,sequence,"[“Apple”, “Orange”, “Pineapple”]","[0, 1, 2, 3, 4]","[1, 0, 1, 0, 0]","Flask, NumPy, Pandas, Matplotlib",8,4,4,EECS,"NumPy, pandas, matplotlib","Tool was great to use, easy to understand.",,From EdStem,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1.73E+12,sequence,where,convolve,minmax,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,20,17,7,1,0,0,answered,answered,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  tf.boolean_mask(x, x % 5 == 0) % 10 != 0,
  tf.square(tf.boolean_mask(x, x % 5 == 0)), #true
  tf.boolean_mask(x, x % 5 == 0) #false
)
print(new_x)
print(tf.boolean_mask(x, x % 5 == 0) % 10 == 0)

# Contain only elements divisible by 5
# If it is also not divisible by 10, square it
# boolean_mask will remove elements where it is not true, like a filter. It returns tensor type

# Filter out those not divisble by 5, then for those that are not divisible by 10, square it. Returns tensor type
# Choose x**2 when it is true, x if it is not true?, but need to still filter out the 5's","x = tf.constant([4, 12, 8, 8])
k = tf.constant([2, 1])

new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]), #input
    tf.reshape(k, [int(k.shape[0]), 1, 1]), #filters or kernel
    1, #stride
    'VALID' #padding?
  )
)
print(new_x)
#Inputs are [1, 4, 1]
#print(tf.reshape(x, [1, int(x.shape[0]), 1]))

# squeeze removes dim 1 shapes, so tf.nn.conv1d gives a tensor","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [101, 1200, 1300]]
)
new_x = tf.math.reduce_max(
  tf.math.reduce_min(
    tf.boolean_mask(x, tf.range(len(x)) % 2 == 0),
    axis=1
  )
)
print(new_x)
",FALSE,1205579,600323,165741,TRUE,TRUE,TRUE
113,Jacob,other,sequence,"[""Apple"", ""Orange"", ""Pineapple""]","[0, 1, 2, 3, 4]","1, 0, 1, 0, 0]","NumPy, Pandas, Matplotlib",7,4,4,Data Science,"I have previous experience with Python (numpy, pandas, sklearn)",The tool was easy to use and I didn't have any issues with it.,The study seems pretty straightforward. I think this'll help bring tools that make picking up new libraries easier. I look forward to seeing the final product!,Data 001 Ed,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1.73E+12,sequence,where,convolve,minmax,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,43,40,15,1,1,2,answered,answered,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  tf.boolean_mask(x, x % 5 == 0) % 10 == 0,
  tf.square(tf.boolean_mask(x, x % 2 == 0)), #squaring wrong ones
  tf.boolean_mask(x, x % 5 == 0)
)
print(new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[2]], [[1]]]),
    1,
    'VALID'
  )
)
print(new_x)","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
new_x = tf.math.reduce_max(
  tf.math.reduce_min(
    tf.boolean_mask(x, tf.range(len(x)) % 2 == 0),
    axis=1
  )
)
print(new_x)",FALSE,1094124,757488,488030,FALSE,TRUE,TRUE
114,Jacob,other,sequence,"[""Apple"", ""Orange"",""Pineapple""]","[0,1,2,3,4]","[1,0,1,0,0]","Beautiful Soup,NumPy,Pandas,Matplotlib",6,2,2,student computer science,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1.73E+12,sequence,where,convolve,minmax,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1,3,5,2,5,6,answered,answered,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  tf.boolean_mask(x, x % 5 == 0) % 10 != 0,
  tf.square(tf.boolean_mask(x, x % 10 != 0)),
  tf.boolean_mask(x, x % 5 == 0)
)
print(new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[2]], [[1]]]),
    1,
    'VALID'
  )
)
print(new_x)","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
new_x = tf.math.reduce_max(
  tf.math.reduce_min(
    tf.boolean_mask(x, tf.range(len(x)) % 2 == 0),
    axis=1
  )
)
print(new_x)",FALSE,587538,763534,577471,FALSE,TRUE,TRUE
115,Jacob,xlab,sequence,"[""Apple"", ""Orange"", ""Pineapple""]","[0,1,2,3,4]","[1, 0, 1, 0, 0]","NumPy,Pandas,Matplotlib",7,2,3,Computer Science,,,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1.73E+12,sequence,where,convolve,minmax,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,20,3,31,7,4,7,skipped,answered,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
 tf.boolean_mask(x, x % 5 == 0) % 10 == 0,
 tf.square(tf.boolean_mask(x, x % 5 == 0)),
 tf.boolean_mask(x, x % 5 == 0))
print(new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[2]], [[1]]]),
    1,
    'VALID'
  )
)
print(new_x)","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
mins = []
for i in range(len(x)):
   if i % 2 == 0:
     mins.append(tf.math.reduce_min(x[i]))
print(tf.math.reduce_max(mins))",FALSE,1507275,485476,1403137,,TRUE,FALSE
117,Jacob,other,canonicalization,"[“Apple”, “Orange”, “Pineapple”]","[0,1,2,3,4]","[1,0,1,0,0]","Flask, NumPy, Pandas, Matplotlib",7,4,4,"Service Engineer, studied Electrical Engineering and Computer Science",Python was helpful! I think it reminds me of some homework problems I did for a machine learning class,tool was great!! very well built pretty impressed.,Good job! Jacob is cool,friend of Jacob Yims,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1.72559E+12,canonicalization,where,convolve,minmax,1.72559E+12,1.72559E+12,1.72559E+12,1.72559E+12,1.72559E+12,1.72559E+12,34,21,27,12,10,15,skipped,answered,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])

x_only_5 = tf.boolean_mask(x, x % 5 == 0)

print(x_only_5)
print(tf.boolean_mask(x, x % 10 == 0) % 5 == 0)

new_x = tf.where(
  tf.boolean_mask(x_only_5, x_only_5 % 10 == 0) % 10 == 0,
  tf.square(tf.boolean_mask(x_only_5, x_only_5 % 10 == 0)),
  tf.boolean_mask(x_only_5, x_only_5 % 10 == 0)
)

print(new_x)

#Skipping
# seems like where function changes size of tensor and only takes true values, not sure how to solve with where function.","x = tf.constant([4, 12, 8, 8])

new_x = tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[2]], [[1]]]),
    1,
    'VALID'
  )

print(new_x)

#Didn't really know how functions works, brute forced with trial and error with print statements","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)


reduced = tf.math.reduce_min(
    tf.boolean_mask(x, tf.range(len(x)) % 2 == 0),
    axis=1
  )


new_x = tf.math.reduce_max(reduced, axis=0)

print(new_x)",FALSE,1853324,631524,1014033,,FALSE,TRUE
118,Jacob,other,highlighting,"[""Apple"", ""Orange"", ""Pineapple""]","[0, 1, 2, 3, 4]","[1, 0, 1, 0, 0]","NumPy,Pandas,Matplotlib,PyTorch",3,2,6,"College Student, EECS",,,,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1.72567E+12,highlighting,where,convolve,minmax,1.72567E+12,1.72567E+12,1.72567E+12,1.72567E+12,1.72567E+12,1.72567E+12,22,6,11,4,5,5,answered,answered,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  tf.boolean_mask(x, x % 5 == 0) % 10 != 0,
  tf.square(tf.boolean_mask(x, x % 5 == 0)),
  tf.boolean_mask(x, x % 5 == 0)
)
print(new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[2]], [[1]]]),
    1,
    'VALID'
  )
)
print(new_x)","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
new_x = tf.math.reduce_max(
  tf.math.reduce_min(
    tf.boolean_mask(x, tf.range(len(x)) % 2 == 0),
    axis=1
  )
)
print(new_x)",FALSE,462546,142151,494072,TRUE,TRUE,TRUE
119,Jacob,other,highlighting,"['Apple', 'Orange', 'Pineapple']","[0, 1, 2, 3, 4]","[1, 0, 1, 0, 0]",NumPy,6,1,1,"College Student, EECS",,"The highlighting can be a little bit confusing, and the python translation is overly complicated with lots of list comprehensions.",,Ed,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1.72568E+12,highlighting,where,convolve,minmax,1.72568E+12,1.72568E+12,1.72568E+12,1.72568E+12,1.72568E+12,1.72568E+12,14,8,4,15,7,7,skipped,skipped,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  tf.boolean_mask(x, x % 5 == 0),
  tf.square(tf.boolean_mask(x, x % 5 == 0)),
  tf.boolean_mask(x, x % 2 == 0)
)
print(new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[1]], [[1]], [[1]]]),
    1,
    'VALID'
  )
)
print(new_x)
","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
new_x = tf.math.reduce_max(
  tf.math.reduce_min(
    tf.boolean_mask(x, tf.range(len(x)) % 2 == 0),
    axis=1
  )
)
print(new_x)",FALSE,1350726,661196,424868,,,TRUE
120,Jacob,xlab,highlighting,"[""Apple"", ""Orange"", ""Pineapple""]","[0, 1, 2, 3, 4]","[1, 0, 1, 0, 0]","NumPy,Pandas,Matplotlib",6,1,6,Information Technology Specialist for the Army Reserves,,,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1.72573E+12,highlighting,where,convolve,minmax,1.72573E+12,1.72573E+12,1.72573E+12,1.72573E+12,1.72573E+12,1.72573E+12,46,21,20,13,10,12,answered,skipped,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  tf.boolean_mask(x, x % 5 == 0) % 5 == 0,
  tf.square(tf.boolean_mask(x, x % 5 == 0)),
  tf.boolean_mask(x, x % 5 == 0)
)
print(new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[1]], [[1]], [[1]]]),
    1,
    'VALID'
  )
)
print(new_x)","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
new_x = tf.math.reduce_min(
  tf.math.reduce_max(
    tf.boolean_mask(x, tf.range(len(x))),
    axis=1
  )
)
print(new_x)",FALSE,1300093,851183,718828,FALSE,,FALSE
